id,code1,description,code2
1,095000-015,Toyota Avensis 1CD-FTV 1999/10,23670-27010
2,095000-036,Opel Signum 6DE1 3.0L V6 2001/10,8-97239161-7
3,095000-036,Opel Signum 6DE1 3.0L V6 2001/10,8-97239161-7
4,095000-036,Opel Vectra 6DE1 3.0L V6 2001/10,8-97239161-7
5,095000-036,Opel Vectra 6DE1 3.0L V6 2001/10,8-97239161-7
6,095000-036,Renault Espace 6DE1 3.0L V6 2001/10,8-97239161-7
7,095000-036,Renault Espace 6DE1 3.0L V6 2001/10,8-97239161-7
8,095000-036,Renault Vel Satis 6DE1 3.0L V6 2001/10,8-97239161-7
9,095000-036,Renault Vel Satis 6DE1 3.0L V6 2001/10,8-97239161-7
10,095000-036,Saab 9-5 6DE1 3.0L V6 2001/10,8-97239161-7
11,095000-036,Saab 9-5 6DE1 3.0L V6 2001/10,8-97239161-7
12,095000-041,Toyota Avensis 1CD-FTV 1999/10,23670-29015
13,095000-042,Toyota Avensis 1CD-FTV 2000/10,23670-29035
14,095000-042,Toyota Avensis Verso 1CD-FTV 2000/10,23670-29035
15,095000-042,Toyota Previa 1CD-FTV 2000/10,23670-29035
16,095000-042,Toyota RAV4 1CD-FTV 2000/10,23670-29035
17,095000-043,Toyota Corolla 1CD-FTV 2000/08,23670-27020
18,095000-043,Toyota Corolla Verso 1CD-FTV 2000/08,23670-27020
19,095000-051,Nissan X-Trail YD22 2001/09,166008H80
20,095000-051,Nissan X-Trail YD22 2001/09,16600-8H80
21,095000-052,Toyota Land Cruiser 1KD-FTV 120 2002/08,23670-30020
22,095000-052,Toyota Land Cruiser 1KD-FTV 90/95 2000/08,23670-30010
23,095000-052,Toyota Land Cruiser 1KD-FTV 90/95 2000/08,23670-30020
24,095000-053,Toyota Land Cruiser 1KD-FTV 120 2002/08,23670-30020
25,095000-053,Toyota Land Cruiser 1KD-FTV 90 / 95 2000/08,23670-30020
26,095000-054,John Deere 6081T,RE504181
27,095000-055,John Deere 6081T,RE501010
28,095000-057,Toyota Avensis 1CD-FTV 2000/10,23670-27030
29,095000-057,Toyota Avensis Verso 1CD-FTV 2000/10,23670-27030
30,095000-057,Toyota Previa 1CD-FTV 2000/10,23670-27030
31,095000-057,Toyota RAV4 1CD-FTV 2000/10,23670-27030
32,095000-058,Toyota Dyna 200 (Hino) S05C 2001/10,23670-78010
33,095000-058,Toyota Dyna 200 (Hino) S05C 2001/10,23910-1201A
34,095000-058,Toyota Dyna 200 /(Hino) S05C 2001/10,23670-78010
35,095000-058,Toyota Dyna 200 /(Hino) S05C 2001/10,23910-1201A
36,095000-063,Toyota Dyna 2KD-FTV 2001/08,23670-30040
37,095000-063,Toyota Dyna 2KD-FTV 2005/07,23670-30040
38,095000-064,Toyota Corolla 1CD-FTV 2000/08,23670-29025
39,095000-064,Toyota Corolla Verso 1CD-FTV 2000/08,23670-29025
40,095000-074,Toyota Land Cruiser 1KD-FTV 120 2002/08,23670-39025
41,095000-074,Toyota Land Cruiser 1KD-FTV 90/95 2000/08,23670-39015
42,095000-074,Toyota Land Cruiser 1KD-FTV 90/95 2000/08,23670-39025
43,095000-075,Toyota Land Cruiser 1KD-FTV 120 2002/08,23670-39025
44,095000-075,Toyota Land Cruiser 1KD-FTV 90 / 95 2000/08,23670-39025
45,095000-077,Toyota 4Runner 2KD-FTV 2001/08,23670-30030
46,095000-077,Toyota 4Runner 2KD-FTV 2005/07,23670-30030
47,095000-077,Toyota Dyna 2KD-FTV 2001/08,23670-30030
48,095000-077,Toyota Dyna 2KD-FTV 2001/08,23670-30040
49,095000-077,Toyota Dyna 2KD-FTV 2005/07,23670-30030
50,095000-077,Toyota Dyna 2KD-FTV 2005/07,23670-30040
51,095000-077,Toyota Hiace 2KD-FTV 2001/08,23670-30030
52,095000-077,Toyota Hiace 2KD-FTV 2005/07,23670-30030
53,095000-077,Toyota Hilux 2KD-FTV 2001/08,23670-30030
54,095000-077,Toyota Hilux 2KD-FTV 2005/07,23670-30030
55,095000-082,John Deere 6081T,RE508825
56,095000-083,John Deere 6081T,RE508824
57,095000-088,Nissan Primera YD22 2001/12,16600-AU600
58,095000-088,Nissan Primera YD22 2001/12,16600-AU600
59,095000-094,Toyota 4Runner 2KD-FTV 2001/08,23670-39035
60,095000-094,Toyota 4Runner 2KD-FTV 2005/07,23670-39035
61,095000-094,Toyota Dyna 2KD-FTV 2001/08,23670-39035
62,095000-094,Toyota Dyna 2KD-FTV 2001/08,23670-39045
63,095000-094,Toyota Dyna 2KD-FTV 2005/07,23670-39035
64,095000-094,Toyota Dyna 2KD-FTV 2005/07,23670-39045
65,095000-094,Toyota Hiace 2KD-FTV 2001/08,23670-39035
66,095000-094,Toyota Hiace 2KD-FTV 2005/07,23670-39035
67,095000-094,Toyota Hilux 2KD-FTV 2001/08,23670-39035
68,095000-094,Toyota Hilux 2KD-FTV 2005/07,23670-39035
69,095000-095,Toyota Dyna 2KD-FTV 2001/08,23670-39045
70,095000-095,Toyota Dyna 2KD-FTV 2005/07,23670-39045
71,095000-503,Mazda 6 RF-DI 2002/06,RF5C13H50A
72,095000-503,Mazda MPV RF-DI 2002/06,RF5C13H50A
73,095000-505,John Deere Tractor 6045 2002/06,-
74,095000-505,John Deere Tractor 6045 S350 Tier2 2002/06,RE507860
75,095000-507,Nissan Almera (Tino) YD22 100kW 2004/01,16600-AW42
76,095000-507,Nissan Almera (Tino) YD22 100kW 2004/01,16600-AW42
77,095000-507,Nissan Primera YD22 100kW 2004/01,16600-AW42
78,095000-507,Nissan Primera YD22 100kW 2004/01,16600-AW42
79,095000-508,Opel Combo Z17DTH 2003/08,8-97313861
80,095000-508,Opel Combo Z17DTH 2003/08,8-97313861
81,095000-508,Opel Corsa Z17DTH 2003/08,8-97313861
82,095000-508,Opel Corsa Z17DTH 2003/08,8-97313861
83,095000-508,Opel Meriva Z17DTH 2003/08,8-97313861
84,095000-508,Opel Meriva Z17DTH 2003/08,8-97313861
85,095000-512,Replacement  HU095000-755,-
86,095000-513,Nissan Almera (Tino) YD22 100kW 2003/01,16600-AW40
87,095000-513,Nissan Almera (Tino) YD22 100kW 2003/01,16600-AW40
88,095000-513,Nissan Primera YD22 100kW 2003/01,16600-AW40
89,095000-513,Nissan Primera YD22 100kW 2003/01,16600-AW40
90,095000-513,Nissan X-Trail YD22 2003/09,16600-AW40
91,095000-513,Nissan X-Trail YD22 2003/09,16600-AW40
92,095000-513,Nissan X-Trail YD22 Euro3 2005/10,16600-AW40
93,095000-513,Nissan X-Trail YD22 Euro3 2005/10,16600-AW40
94,095000-516,John Deere 6081T,RE518725
95,095000-517,Nissan Almera (Tino) YD22 82kW 2004/01,16600-BN82
96,095000-517,Nissan Almera (Tino) YD22 82kW 2004/01,16600-BN82
97,095000-517,Nissan Primera YD22 82kW 2004/01,16600-BN82
98,095000-517,Nissan Primera YD22 82kW 2004/01,16600-BN82
99,095000-518,Nissan Almera (Tino) YD22 82kW 2003/01,16600-BN80
100,095000-518,Nissan Almera (Tino) YD22 82kW 2003/01,16600-BN80
101,095000-518,Nissan Primera YD22 82kW 2003/01,16600-BN80
102,095000-518,Nissan Primera YD22 82kW 2003/01,16600-BN80
103,095000-519,John Deere 6081T,RE518723
104,095000-526,Toyota Avensis 1CD-FTV 2003/09,23670-27050
105,095000-526,Toyota Corolla 1CD-FTV 2003/09,23670-27050
106,095000-532,Toyota Coaster (HINO) N04C 2006/10,23670-78030
107,095000-532,Toyota Coaster (Hino) N04C 2006/10,23670-78031
108,095000-532,Toyota Coaster (HINO) N04C 2006/10,23670-E0140
109,095000-532,Toyota Coaster (Hino) N04C 2006/10,23670-E0141
110,095000-532,Toyota Dyna 200 (Hino) N04C 2006/10,23670-78030
111,095000-532,Toyota Dyna 200 (Hino) N04C 2006/10,23670-E0140
112,095000-532,Toyota Dyna 200 /(Hino) NO4C 2006/10,23670-78030
113,095000-537,John Deere Tractor 6045 S350 Tier2 2002/06,RE518772
114,095000-542,Replacement  HU095000-758,-
115,095000-543,Isuzu D-Max/Rodeo 4JJ1 3.0L 2007/01,8-97311372
116,095000-543,Isuzu D-Max/Rodeo 4JJ1 3.0L 2007/01,8-97311372
117,095000-544,Replacement 095000-754,-
118,095000-547,Isuzu N-Series 4HK1 5.2 2007/01,8-97329703
119,095000-547,Isuzu N-Series 4HK1 5.2 2007/01,8-97329703
120,095000-547,Isuzu N-Series 4HK1 5.2L 2004/01,8-97329703
121,095000-547,Isuzu N-Series 4HK1 5.2L 2004/01,8-97329703
122,095000-547,Isuzu N-Series 4HK1 5.2L 2004/01,8-97329703-1
123,095000-547,Isuzu N-Series 4JJ1 3.0L 2007/01,8-97329703
124,095000-547,Isuzu N-Series 4JJ1 3.0L 2007/01,8-97329703
125,095000-547,Isuzu N-Series 4JJ1 3.0L 2010/06,8-97329703
126,095000-547,Isuzu N-Series 4JJ1 3.0L 2010/06,8-97329703
127,095000-547,Isuzu N-Series 6HK1 7.8L 2007/01,8-97329703-2
128,095000-547,Isuzu N-Series 6HK1 7.8L 2007/01,8-97329703-2
129,095000-548,John Deere Tractor 6045 S350 Tier2 2002/06,RE520240
130,095000-549,John Deere Tractor 6045 S350 Tier2 2002/06,RE520241
131,095000-551,Isuzu N-Series 6WG1 15.7L 2007/01,8-97603415-2
132,095000-551,Isuzu N-Series 6WG1 15.7L 2007/01,8-97603415-2
133,095000-552,Replacement SM095000-775,-
134,095000-555,Replacement 095000-831,-
135,095000-558,Toyota Avensis 1CD-FTV 2003/09,23670-29045
136,095000-558,Toyota Corolla 1CD-FTV 2003/09,23670-29045
137,095000-560,Mitsubishi L200 4D56 Euro3 2007/03,1465A041
138,095000-560,Mitsubishi L200 4D56 Euro3 2010/01,1465A041
139,095000-560,Mitsubishi L200 4D56 Euro3 2010/06,1465A041
140,095000-560,Mitsubishi L200 4D56 Euro4 2010/01,1465A041
141,095000-560,Mitsubishi L200 4D56 Euro4 2010/06,1465A041
142,095000-561,Replacement HU095000-760,-
143,095000-565,Nissan Navara YD25 Euro3 2005/07,16600-EB30#
144,095000-565,Nissan Navara YD25 Euro3 2005/07,16600-EB30#
145,095000-565,Nissan Pathfinder YD25 Euro3 2005/03,16600-EB30#
146,095000-565,Nissan Pathfinder YD25 Euro3 2005/03,16600-EB30#
147,095000-574,Replacement 095000-772#,-
148,095000-575,Isuzu D-Max/Rodeo 4JK1 2.5L 2007/01,8-97354811-#
149,095000-575,Isuzu D-Max/Rodeo 4JK1 2.5L 2007/01,8-97354811-#
150,095000-576,Mitsubishi Pajero/Montero 4M41 Euro3 2007/03,1465A054
151,095000-576,Mitsubishi Pajero/Montero 4M41 Euro3 2010/01,1465A054
152,095000-576,Mitsubishi Pajero/Montero 4M41 Euro3 2010/06,1465A054
153,095000-576,Mitsubishi Pajero/Montero 4M41 Euro4 2006/12,1465A054
154,095000-576,Mitsubishi Pajero/Montero 4M41 Euro4 2010/06,1465A054
155,095000-578,Mazda 3 RF-DI 2005/06,RF7J13H50
156,095000-578,Mazda 5 RF-DI 2005/06,RF7J13H50
157,095000-578,Mazda 6 RF-DI 2005/06,RF7J13H50
158,095000-580,Citroën Jumper PUMA (I4) 2.2L (HDI) 2006/01,6C1Q-9K546-AC
159,095000-580,Citroën Jumper PUMA (I4) 2.2L (HDI) 2007/02,6C1Q-9K546-AC
160,095000-580,Fiat Ducato PUMA (I4) 2.2L (JTD) 2006/01,6C1Q-9K546-AC
161,095000-580,Fiat Ducato PUMA (I4) 2.2L (JTD) 2007/02,6C1Q-9K546-AC
162,095000-580,Ford Transit PUMA (I4) 2.2L (TDCi) 2006/01,6C1Q-9K546-AC
163,095000-580,Ford Transit PUMA (I4) 2.2L (TDCi) 2007/02,6C1Q-9K546-AC
164,095000-580,Peugeot Boxer PUMA (I4) 2.2L (HDI) 2006/01,6C1Q-9K546-AC
165,095000-580,Peugeot Boxer PUMA (I4) 2.2L (HDI) 2006/01,6C1Q-9K546-AC
166,095000-580,Peugeot Boxer PUMA (I4) 2.2L (HDI) 2007/02,6C1Q-9K546-AC
167,095000-580,Peugeot Boxer PUMA (I4) 2.2L (HDI) 2007/02,6C1Q-9K546-AC
168,095000-581,Ford Transit PUMA (I4) 2.4L (TDCi) 2006/01,6C1Q-9K546-BB
169,095000-581,Ford Transit PUMA (I4) 2.4L (TDCi) 2006/01,6C1Q-9K546-BB
170,095000-583,Opel Signum 6DE1 3.0L V6 2004/08,8-97353080-0
171,095000-583,Opel Signum 6DE1 3.0L V6 2004/08,8-97353080-0
172,095000-583,Opel Vectra 6DE1 3.0L V6 2004/08,8-97353080-0
173,095000-583,Opel Vectra 6DE1 3.0L V6 2004/08,8-97353080-0
174,095000-583,Opel Vectra 6DE2 3.0L V7 2004/08,8-97353080-0
175,095000-583,Renault Espace 6DE1 3.0L V6 2004/08,8-97353080-0
176,095000-583,Renault Espace 6DE1 3.0L V6 2004/08,8-97353080-0
177,095000-583,Renault Vel Satis 6DE1 3.0L V6 2004/08,8-97353080-0
178,095000-583,Renault Vel Satis 6DE1 3.0L V6 2004/08,8-97353080-0
179,095000-583,Saab 9-5 6DE1 3.0L V6 2004/08,8-97353080-0
180,095000-583,Saab 9-5 6DE1 3.0L V6 2004/08,8-97353080-0
181,095000-583,Saab 9-6 6DE2 3.0L V7 2004/08,8-97353080-0
182,095000-587,Mazda 6 RF-DI 2005/02,RF5C13H50B
183,095000-587,Mazda MPV RF-DI 2005/02,RF5C13H50B
184,095000-589,Replacement 095000-773,-
185,095000-591,Land Rover Defender PUMA (I4) 2.4 TD 2006/01,6C1Q-9K546-BB
186,095000-591,Land Rover Defender PUMA (I4) 2.4 TD 2006/01,6C1Q-9K546-BB
187,095000-592,Replacement 095000-778,-
188,095000-593,Replacement SM095000-776,-
189,095000-5971,Toyota Dyna 200 (Hino) E13C Hino,23670-E0360-A
190,095000-602,Nissan X-Trail YD22 Euro4 2006/02,16600-ES60
191,095000-602,Nissan X-Trail YD22 Euro4 2006/02,16600-ES60
192,095000-604,Replacement  HU095000-763,-
193,095000-610,Isuzu D-Max/Rodeo 4JJ1 3.0L 2007/01,8-98011604-0
194,095000-610,Isuzu D-Max/Rodeo 4JJ1 3.0L 2007/01,8-98011604-0
195,095000-610,Replacement 970950-0610,-
196,095000-611,Replacement HU095000-761,-
197,095000-613,Opel Astra A17DT Euro5 2009/06,8-97376270
198,095000-613,Opel Astra A17DT Euro5 2009/06,8-97376270
199,095000-613,Opel Astra Z17DTJ Z17DTR Euro4 2007/01,8-97376270
200,095000-613,Opel Astra Z17DTJ Z17DTR Euro4 2007/01,8-97376270
201,095000-613,Opel Astra Z17DTJ Z17DTR Euro4 2008/04,8-97376270
202,095000-613,Opel Astra Z17DTJ Z17DTR Euro4 2008/04,8-97376270
203,095000-613,Opel Astra Z17DTJ Z17DTR Euro4 2009/01,8-97376270
204,095000-613,Opel Astra Z17DTJ Z17DTR Euro4 2009/01,8-97376270
205,095000-613,Opel Corsa A17DT Euro5 2009/06,8-97376270
206,095000-613,Opel Corsa A17DT Euro5 2009/06,8-97376270
207,095000-613,Opel Corsa Z17DTR Euro4 2007/01,8-97376270
208,095000-613,Opel Corsa Z17DTR Euro4 2007/01,8-97376270
209,095000-613,Opel Corsa Z17DTR Euro4 2008/04,8-97376270
210,095000-613,Opel Corsa Z17DTR Euro4 2008/04,8-97376270
211,095000-613,Opel Meriva A17DT Euro5 2009/06,8-97376270
212,095000-613,Opel Meriva A17DT Euro5 2009/06,8-97376270
213,095000-613,Opel Meriva Z17DT Euro4 2007/01,8-97376270
214,095000-613,Opel Meriva Z17DT Euro4 2007/01,8-97376270
215,095000-613,Opel Meriva Z17DT Euro4 2008/04,8-97376270
216,095000-613,Opel Meriva Z17DT Euro4 2008/04,8-97376270
217,095000-613,Opel Zafira A17DT Euro5 2009/06,8-97376270
218,095000-613,Opel Zafira A17DT Euro5 2009/06,8-97376270
219,095000-613,Opel Zafira Z17DTJ Euro4 2007/01,8-97376270
220,095000-613,Opel Zafira Z17DTJ Euro4 2007/01,8-97376270
221,095000-613,Opel Zafira Z17DTJ Euro4 2008/04,8-97376270
222,095000-613,Opel Zafira Z17DTJ Euro4 2008/04,8-97376270
223,095000-613,Opel Zafira Z17DTJ Z17DTR Euro4 2009/01,8-97376270
224,095000-613,Opel Zafira Z17DTJ Z17DTR Euro4 2009/01,8-97376270
225,095000-615,Toyota Avensis 1CD-FTV 2005/05,23670-27051
226,095000-615,Toyota Corolla 1CD-FTV 2005/05,23670-27051
227,095000-617,Isuzu D-Max/Rodeo 4JK1 2.5L 2007/01,8-98011605-0
228,095000-617,Isuzu D-Max/Rodeo 4JK1 2.5L 2007/01,8-98011605-0
229,095000-619,Toyota Hiace 2KD-FTV 2005/08,23670-30100
230,095000-619,Toyota Hilux 2KD-FTV 2005/08,23670-30100
231,095000-620,Toyota Avensis 1CD-FTV 2005/05,23670-29065
232,095000-620,Toyota Corolla 1CD-FTV 2005/05,23670-27051
233,095000-620,Toyota Corolla 1CD-FTV 2005/05,23670-29065
234,095000-623,Replacement HU095000-764,-
235,095000-624,Nissan Cabstar YD25 Euro4 2006/10,16600-MB40
236,095000-624,Nissan Cabstar YD25 Euro4 2006/10,16600-MB40
237,095000-625,Nissan Navara YD25 Euro4 2006/10,16600-EC00
238,095000-625,Nissan Navara YD25 Euro4 2006/10,16600-EC00
239,095000-625,Nissan Pathfinder YD25 Euro4 2006/10,16600-EC00
240,095000-625,Nissan Pathfinder YD25 Euro4 2006/10,16600-EC00
241,095000-627,Isuzu N-Series 6UZ1 14.3L 2007/01,8-97610254-0
242,095000-627,Isuzu N-Series 6UZ1 14.3L 2007/01,8-97610254-0
243,095000-630,Isuzu N-Series 6WA1 15.7 2007/01,1-15300436-0
244,095000-630,Isuzu N-Series 6WA1 15.7 2007/01,1-15300436-0
245,095000-630,Isuzu N-Series 6WA1 15.7L 2007/01,1-15300436-0
246,095000-630,Isuzu N-Series 6WA1 15.7L 2007/01,1-15300436-0
247,095000-631,John Deere Tractor 4045T 6068T S350 Tier3 (4 cil.) 2005/12,RE530362
248,095000-632,John Deere Tractor 4045T 6068T S350 Tier3 (4 cil.) 2005/12,RE530361
249,095000-634,Hino J08E-TM 2005/09,239101430
250,095000-634,Hino J08E-TM 2005/09,23910-1430
251,095000-636,Isuzu Foward 4HK1 5.2L 2004/01,8-97609788-3
252,095000-636,Isuzu Foward 4HK1 5.2L 2004/01,-
253,095000-636,Replacement 9709500-636,-
254,095000-641,Replacement HU095000-766,-
255,095000-647,John Deere Tractor S450 2006/02,RE529151
256,095000-648,John Deere Tractor S450 2006/02,RE529149
257,095000-648,John Deere Tractor S450 2006/02,RE529150
258,095000-649,Replacement HU095000-880,-
259,095000-650,Replacement HU095000-872,-
260,095000-651,Toyota Dyna 200 (Hino) N04C Euro4 2006/09,23670-79016
261,095000-651,Toyota Dyna 200 (Hino) N04C Euro4 2006/09,23670-E0081
262,095000-651,Toyota Dyna 200 /(Hino) NO4C 2006/09,23670-79015
263,095000-651,Toyota Dyna 200 /(Hino) NO4C 2006/09,23670-E0080
264,095000-652,Toyota Dyna 200 (Hino) N04C Euro3 2006/09,23670-79026
265,095000-652,Toyota Dyna 200 (Hino) N04C Euro3 2006/09,23670-E0091
266,095000-653,John Deere Tractor 4045T 6068T S350 Tier3 (4 cil.) 2005/12,RE529475
267,095000-659,Hino J08E-TM 2011/01,23670-E0010
268,095000-659,Hino J08E-TM 2011/01,23670-E0010
269,095000-662,Ford Transit PUMA (I5) 3.2L (TDCi) 2008/01,7C16-9K546-AB
270,095000-662,Ford Transit PUMA (I5) 3.2L (TDCi) 2008/01,7C16-9K546-AB
271,095000-668,Replacement HU095000-768,-
272,095000-671,Replacement 095000-781,-
273,095000-672,Replacement 095000-783,-
274,095000-673,Replacement 095000-770,-
275,095000-676,Toyota Hilux 1KD-FTV Euro4 2006/10,23670-30140
276,095000-676,Toyota Hilux 1KD-FTV Euro4 2007/06,23670-30140
277,095000-676,Toyota Hilux 2KD-FTV Euro4 2007/06,23670-30140
278,095000-676,Replacement 095000-754,-
279,095000-677,Replacement 095000-779,-
280,095000-687,Replacement 095000-773,-
281,095000-688,Replacement HU095000-881,-
282,095000-689,Replacement HU095000-758,-
283,095000-690,Replacement HU095000-761,-
284,095000-691,Replacement HU095000-764,-
285,095000-696,Replacement HU095000-767,-
286,095000-697,Replacement HU095000-769,-
287,095000-698,Isuzu D-Max/Rodeo 4JJ1 3.0L 2009/05,8-98011604-1
288,095000-698,Isuzu D-Max/Rodeo 4JJ1 3.0L 2009/05,8-98011604-1
289,095000-698,Replacement  9709500-698,-
290,095000-699,Isuzu D-Max/Rodeo 4JK1 2.5L 2009/05,8-98011605-1
291,095000-699,Isuzu D-Max/Rodeo 4JK1 2.5L 2009/05,8-98011605-1
292,095000-699,Isuzu D-Max/Rodeo 4JK1 2.5L 2010/06,8-98011605-1
293,095000-699,Isuzu D-Max/Rodeo 4JK1 2.5L 2010/06,8-98011605-1
294,095000-701,Replacement 095000-782,-
295,095000-702,Replacement 095000-784,-
296,095000-703,Toyota Hilux 1KD-FTV Euro4 2006/10,23670-39185
297,095000-703,Toyota Hilux 1KD-FTV Euro4 2007/06,23670-39185
298,095000-703,Toyota Hilux 2KD-FTV Euro4 2006/10,23670-39185
299,095000-703,Toyota Hilux 2KD-FTV Euro4 2007/06,23670-39185
300,095000-703,Replacement 095000-778,-
301,095000-704,Replacement 095000-780,-
302,095000-706,Ford Transit PUMA (I4) 2.4L (TDCi) 2008/04,6C1Q-9K546-BC
303,095000-706,Ford Transit PUMA (I4) 2.4L (TDCi) 2008/04,6C1Q-9K546-BC
304,095000-706,Land Rover Defender PUMA (I4) 2.4 TD 2007/02,6C1Q-9K546-BC
305,095000-706,Land Rover Defender PUMA (I4) 2.4 TD 2007/02,6C1Q-9K546-BC
306,095000-714,Hyundai County 3.9 Euro 4 2008/02,33800-5200
307,095000-714,Hyundai County 3.9 Euro 4 2008/02,33800-5200
308,095000-714,Hyundai Mega Truck 5.9L Euro4 2008/02,33800-5200
309,095000-714,Hyundai Mega Truck 5.9L Euro4 2008/02,33800-5200
310,095000-714,Hyundai Mighty 3.9L Euro4 2008/01,33800-5200
311,095000-714,Hyundai Mighty 3.9L Euro4 2008/01,33800-5200
312,095000-715,John Deere Tractor 4045T 6068T S350 Tier3 (4 cil.) 2007/10,RE533505
313,095000-715,John Deere Tractor 4045T 6068T S350 Tier3 (6 cil.) 2007/10,RE533505
314,095000-721,Replacement HU095000-755,-
315,095000-722,Replacement HU095000-758,-
316,095000-724,Replacement HU095000-760,-
317,095000-725,Replacement HU095000-761,-
318,095000-727,Replacement HU095000-763,-
319,095000-728,Replacement HU095000-764,-
320,095000-730,Replacement HU095000-766,-
321,095000-731,Replacement HU095000-767,-
322,095000-732,Replacement HU095000-768,-
323,095000-733,Replacement HU095000-769,-
324,095000-735,Replacement 095000-772,-
325,095000-736,Replacement 095000-773,-
326,095000-738,Replacement SM095000-775,-
327,095000-739,Replacement SM095000-776,-
328,095000-740,Replacement 095000-754,-
329,095000-741,Replacement 095000-778,-
330,095000-742,Replacement 095000-779,-
331,095000-743,Replacement 095000-780,-
332,095000-744,Replacement 095000-781,-
333,095000-745,Replacement 095000-782,-
334,095000-746,Replacement 095000-783,-
335,095000-747,Replacement 095000-784,-
336,095000-749,Mitsubishi L200 4D56 DI-DC High Power 2009/01,1465A297
337,095000-749,Mitsubishi L200 4D56 DI-DC High Power 2010/06,1465A297
338,095000-750,Mitsubishi Pajero/Montero 4M41 DI-DC High Power 2009/01,1465A279
339,095000-750,Mitsubishi Pajero/Montero 4M41 DI-DC High Power 2010/01,1465A279
340,095000-753,Replacement 095000-771,-
341,095000-754,Toyota Hiace 2KD-FTV 2005/07,23670-0L020
342,095000-754,Toyota Hiace 2KD-FTV 2005/07,23670-0L050
343,095000-754,Toyota Hiace 2KD-FTV 2005/07,23670-30140
344,095000-754,Toyota Hiace 2KD-FTV 2005/07,23670-30220
345,095000-754,Toyota Hiace 2KD-FTV 2005/07,23670-30281
346,095000-754,Toyota Hiace 2KD-FTV 2005/07,23670-30280
347,095000-754,Toyota Hilux 1KD-FTV Euro4 2006/10,23670-30140
348,095000-754,Toyota Hilux 1KD-FTV Euro4 2006/10,23670-30220
349,095000-754,Toyota Hilux 1KD-FTV Euro4 2006/10,23670-30280
350,095000-754,Toyota Hilux 1KD-FTV Euro4 2007/06,23670-30140
351,095000-754,Toyota Hilux 1KD-FTV Euro4 2007/06,23670-30220
352,095000-754,Toyota Hilux 1KD-FTV Euro4 2007/06,23670-30280
353,095000-754,Toyota Hilux 2KD-FTV 2005/07,23670-0L020
354,095000-754,Toyota Hilux 2KD-FTV 2005/07,23670-0L050
355,095000-754,Toyota Hilux 2KD-FTV 2005/07,23670-30280
356,095000-754,Toyota Hilux 2KD-FTV 2005/07,23670-30281
357,095000-754,Toyota Hilux 2KD-FTV Euro4 2006/10,23670-30140
358,095000-754,Toyota Hilux 2KD-FTV Euro4 2006/10,23670-30220
359,095000-754,Toyota Hilux 2KD-FTV Euro4 2006/10,23670-30280
360,095000-754,Toyota Hilux 2KD-FTV Euro4 2007/06,23670-30140
361,095000-754,Toyota Hilux 2KD-FTV Euro4 2007/06,23670-30220
362,095000-754,Toyota Hilux 2KD-FTV Euro4 2007/06,23670-30280
363,095000-754,Toyota Land Cruiser 1KD-FTV Euro4 2006/10,23670-30140
364,095000-754,Toyota Land Cruiser 1KD-FTV Euro4 2006/10,23670-30220
365,095000-754,Toyota Land Cruiser 1KD-FTV Euro4 2006/10,23670-30280
366,095000-754,Toyota Land Cruiser 1KD-FTV Euro4 2007/06,23670-30140
367,095000-754,Toyota Land Cruiser 1KD-FTV Euro4 2007/06,23670-30220
368,095000-754,Toyota Land Cruiser 1KD-FTV Euro4 2007/06,23670-30280
369,095000-755,Toyota Avensis 1CD-FTV 2003/01,23670-0G010
370,095000-755,Toyota Avensis 1CD-FTV 2003/01,23670-0G020
371,095000-755,Toyota Avensis 1CD-FTV 2003/01,23670-0G030
372,095000-755,Toyota Avensis 1CD-FTV 2003/01,23670-0G040
373,095000-755,Toyota Avensis 1CD-FTV 2003/02,23670-0G010
374,095000-755,Toyota Avensis 1CD-FTV 2003/02,23670-0G020
375,095000-755,Toyota Avensis 1CD-FTV 2003/02,23670-0G030
376,095000-755,Toyota Avensis 1CD-FTV 2003/02,23670-0G040
377,095000-755,Toyota Avensis 1CD-FTV 2003/09,23670-0G010
378,095000-755,Toyota Avensis 1CD -FTV 2003/09,23670-0G020
379,095000-755,Toyota Avensis 1CD-FTV 2003/09,23670-0G030
380,095000-755,Toyota Avensis 1CD-FTV 2003/09,23670-0G040
381,095000-755,Toyota Avensis Verso 1CD-FTV 2003/02,23670-0G010
382,095000-755,Toyota Avensis Verso 1CD-FTV 2003/02,23670-0G020
383,095000-755,Toyota Avensis Verso 1CD-FTV 2003/02,23670-0G030
384,095000-755,Toyota Avensis Verso 1CD-FTV 2003/02,23670-0G040
385,095000-755,Toyota Avensis Verso 1CD-FTV 2003/09,23670-0G010
386,095000-755,Toyota Avensis Verso 1CD-FTV 2003/09,23670-0G020
387,095000-755,Toyota Avensis Verso 1CD-FTV 2003/09,23670-0G030
388,095000-755,Toyota Avensis Verso 1CD-FTV 2003/09,23670-0G040
389,095000-755,Toyota Avensis Verso 1CD-FTV 2008/01,23670-0G010
390,095000-755,Toyota Avensis Verso 1CD-FTV 2008/01,23670-0G020
391,095000-755,Toyota Avensis Verso 1CD-FTV 2008/01,23670-0G030
392,095000-755,Toyota Avensis Verso 1CD-FTV 2008/01,23670-0G040
393,095000-755,Toyota Corolla 1CD-FTV 2003/02,23670-0G010
394,095000-755,Toyota Corolla 1CD-FTV 2003/02,23670-0G020
