id,injector_code,test_name,motor_speed,setted_pressure,adjusting_time,measurement_time,injection_rate,total_pulse_time,nominal_flow,flow_range,volt_ampere_profile,total_pulse_time2,shift
18537,8-98151837-0,18,1000,900,20,40,60,785,12,45,,,
18538,8-98151837-0,19,1000,640,20,40,60,1400,37.5,21.33,,,
18539,8-98151837-0,20,1000,640,20,40,60,960,15.2,32.89,,,
18540,8-98151837-0,21,1000,640,20,40,60,700,5.1,50,,,
18541,8-98151837-0,22,1000,400,20,40,60,1191,11.6,40,,,
18542,8-98151837-0,23,1000,400,40,60,60,706,2.6,70,,,
18543,8-98160061-#,2,1000,1350,20,40,,0,,,,,
18544,8-98160061-#,3,1000,800,20,40,60,1100,,,,,
18545,8-98160061-#,4,1000,1600,20,40,60,830,55,54.55,,,
18546,8-98160061-#,14,1000,1600,20,40,60,973,67.6,12.75,,,
18547,8-98160061-#,15,1000,1600,20,40,60,727,33,16.76,,,
18548,8-98160061-#,16,1000,1600,20,40,60,438,8.6,70,,,
18549,8-98160061-#,17,1000,1350,20,40,60,904,44.5,16,,,
18550,8-98160061-#,18,1000,1350,20,40,60,531,9.6,40,,,
18551,8-98160061-#,19,1000,520,20,40,60,1178,24.7,39.65,,,
18552,8-98160061-#,20,1000,520,20,40,60,886,12,25,,,
18553,8-98160061-#,21,1000,520,40,60,60,429,1.5,80,,,
18554,8-98160061-#,22,1000,320,20,40,60,1033,7.2,70,,,
18555,8-98160061-#,23,1000,320,40,60,60,572,1.2,80,,,
18556,8-98260109-0,2,1000,1350,20,40,,0,,,,,
18557,8-98260109-0,3,1000,1400,20,40,60,800,,,,,
18558,8-98260109-0,4,1000,1600,20,40,60,800,40,60,,,
18559,8-98260109-0,14,1000,1800,20,40,60,1041,70.1,17.4,,,
18560,8-98260109-0,15,1000,1800,20,40,60,632,36.2,18.23,,,
18561,8-98260109-0,16,1000,1800,20,40,60,324,4.4,77.27,,,
18562,8-98260109-0,17,1000,1400,20,40,60,1187,69.1,17.37,,,
18563,8-98260109-0,18,1000,1400,20,40,60,712,39,15.9,,,
18564,8-98260109-0,19,1000,1400,20,40,60,343,4.3,79.07,,,
18565,8-98260109-0,20,1000,1000,20,40,60,791,39.2,24.49,,,
18566,8-98260109-0,21,1000,1000,20,40,60,399,5.2,75,,,
18567,8-98260109-0,22,1000,300,20,40,60,1110,16.5,31.52,,,
18568,8-98260109-0,23,1000,300,20,40,60,730,5.3,79.25,,,
18569,9674973080A,2,1000,1350,20,40,,0,,,,,
18570,9674973080A,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,
18571,9674973080A,4,1000,1350,20,40,60,810,30,70,,,
18572,9674973080A,5,1000,250,20,60,60,540,5,60,,,
18573,9674973080A,6,1000,1600,20,40,60,1200,65.8,15,,,
18574,9674973080A,10,1000,1200,20,40,60,600,35.5,30,,,
18575,9674973080A,11,1000,800,40,90,60,170,2,85,,,
18576,9674973080A,13,1000,250,20,40,60,540,6.5,50,,,
18577,9709500-017,2,1000,1350,20,40,,0,,,,,
18578,9709500-017,3,1000,1200,20,40,60,1050,,,,,
18579,9709500-017,4,1000,900,20,40,60,1050,50,70,,,
18580,9709500-017,14,1000,1200,20,40,60,1050,39.4,24.37,,,
18581,9709500-017,15,1000,900,20,40,60,1200,51.4,19.07,,,
18582,9709500-017,16,1000,900,20,40,60,550,3.8,76.32,,,
18583,9709500-017,17,1000,600,20,40,60,800,15.6,30.77,,,
18584,9709500-017,18,1000,300,20,40,60,1100,13,29.23,,,
18585,9709500-040,2,1000,1350,20,40,,0,,,,,
18586,9709500-040,3,1000,1350,20,40,60,1060,,,,,
18587,9709500-040,4,1000,1350,20,40,60,1060,124,50,,,
18588,9709500-040,14,1000,1600,20,40,60,1230,71.5,12.59,,,
18589,9709500-040,15,1000,1350,20,40,60,1060,46,17.39,,,
18590,9709500-040,16,1000,900,20,40,60,600,4.8,50,,,
18591,9709500-040,17,1000,320,20,40,60,1100,9.4,47.87,,,
18592,9709500-051,2,1000,1350,20,40,,0,,,,,
18593,9709500-051,3,1000,800,20,40,60,1153,,,,,
18594,9709500-051,4,1000,1350,20,40,60,1153,40,80,,,
18595,9709500-051,14,1000,1350,20,40,60,1153,61,16.39,,,
18596,9709500-051,15,1000,800,20,40,60,1009,30,25,,,
18597,9709500-051,16,1000,900,40,60,60,600,2.8,60.71,,,
18598,9709500-051,17,1000,520,20,40,60,1000,17,26.47,,,
18599,9709500-051,18,1000,320,20,40,60,950,6.3,47.62,,,
18600,9709500-074,2,1000,1350,20,40,,0,,,,,
18601,9709500-074,3,1000,800,20,40,60,1000,,,,,
18602,9709500-074,4,1000,1350,20,40,60,800,52,57.69,,,
18603,9709500-074,14,1000,1350,20,40,60,1250,71.1,12.66,,,
18604,9709500-074,15,1000,1050,20,40,60,1320,65.2,12.27,,,
18605,9709500-074,16,1000,540,20,40,60,1270,35.3,22.66,,,
18606,9709500-074,17,1000,540,20,40,60,800,10,40,,,
18607,9709500-074,18,1000,320,20,40,60,1200,14.1,35.46,,,
18608,9709500-074,19,1000,320,20,40,60,1000,8.5,41.18,,,
18609,9709500-075,2,1000,1350,20,40,,0,,,,,
18610,9709500-075,3,1000,800,20,40,60,1000,,,,,
18611,9709500-075,4,1000,1350,20,40,60,800,52,57.69,,,
18612,9709500-075,14,1000,1350,20,40,60,1250,71.1,12.66,,,
18613,9709500-075,15,1000,1050,20,40,60,1320,65.2,12.27,,,
18614,9709500-075,16,1000,540,20,40,60,1270,35.3,22.66,,,
18615,9709500-075,17,1000,540,20,40,60,800,10,40,,,
18616,9709500-075,18,1000,320,20,40,60,1200,14.1,35.46,,,
18617,9709500-075,19,1000,320,20,40,60,1000,8.5,41.18,,,
18618,9709500-103,2,1000,1350,20,40,,0,,,,,
18619,9709500-103,3,1000,1200,20,40,60,1050,,,,,
18620,9709500-103,4,1000,900,20,40,60,1050,50,70,,,
18621,9709500-103,14,1000,1200,20,40,60,1050,47.8,26.15,,,
18622,9709500-103,15,1000,900,20,40,60,1200,59.6,20.47,,,
18623,9709500-103,16,1000,900,20,90,60,550,3,56.67,,,
18624,9709500-103,17,1000,600,20,40,60,800,12.2,32.79,,,
18625,9709500-103,18,1000,300,20,40,60,1100,11.4,26.32,,,
18626,9709500-500,2,1000,1350,20,40,,0,,,,,
18627,9709500-500,3,1000,1350,20,40,60,1060,,,,,
18628,9709500-500,4,1000,1350,20,40,60,1060,52,50,,,
18629,9709500-500,14,1000,1350,20,40,60,1060,64.8,10,,,
18630,9709500-500,15,1000,800,20,40,60,980,29,25,,,
18631,9709500-500,16,1000,800,20,40,60,600,7.8,45,,,
18632,9709500-500,17,1000,320,20,40,60,1100,8.9,40,,,
18633,9709500-501,2,1000,1350,20,40,,0,,,,,
18634,9709500-501,3,1000,1350,20,40,60,1060,,,,,
18635,9709500-501,4,1000,1350,20,40,60,1060,52,50,,,
18636,9709500-501,14,1000,1350,20,40,60,1200,79.63,10.05,,,
18637,9709500-501,15,1000,800,20,40,60,980,23.93,25.07,,,
18638,9709500-501,16,1000,800,20,40,60,600,5.78,44.98,,,
18639,9709500-501,17,1000,320,20,40,60,1100,8,40,,,
18640,9709500-508,2,1000,1350,20,40,,0,,,,,
18641,9709500-508,3,1000,1600,20,40,60,800,,,,,
18642,9709500-508,4,1000,1350,20,40,60,800,47,63.83,,,
18643,9709500-508,14,1000,1800,20,40,60,967,56.4,22.16,,,
18644,9709500-508,15,1000,1800,20,40,60,558,20,34.5,,,
18645,9709500-508,16,1000,1400,20,40,60,1310,73.8,16.26,,,
18646,9709500-508,17,1000,1400,20,40,60,613,17.6,45.45,,,
18647,9709500-508,18,1000,1400,20,40,60,472,6.6,69.7,,,
18648,9709500-508,19,1000,900,20,40,60,994,33.8,20.12,,,
18649,9709500-508,20,1000,900,20,40,60,640,13.7,51.09,,,
18650,9709500-508,21,1000,900,20,40,60,484,5.6,71.43,,,
18651,9709500-508,22,1000,640,20,40,60,940,21.1,23.7,,,
18652,9709500-508,23,1000,250,20,40,60,1384,10,55,,,
18653,9709500-513,2,1000,1350,20,40,,0,,,,,
18654,9709500-513,3,1000,1600,20,40,60,900,,,,,
18655,9709500-513,4,1000,1600,20,40,60,900,50,60,,,
18656,9709500-513,14,1000,1600,20,40,60,900,69,13.04,,,
18657,9709500-513,15,1000,1600,20,40,60,400,5.8,60.34,,,
18658,9709500-513,16,1000,900,20,40,60,1000,50.2,15.94,,,
18659,9709500-513,17,1000,900,20,40,60,460,5.4,74.07,,,
18660,9709500-513,18,1000,520,20,40,60,1000,25.6,19.53,,,
18661,9709500-513,19,1000,320,20,40,60,950,10.2,39.22,,,
18662,9709500-521,2,1000,1350,20,40,,0,,,,,
18663,9709500-521,3,1000,1600,20,40,60,900,,,,,
18664,9709500-521,4,1000,1600,20,40,60,900,50,72,,,
18665,9709500-521,14,1000,1600,20,40,60,874,92.4,15.15,,,
18666,9709500-521,15,1000,1600,20,40,60,700,48.5,22.68,,,
18667,9709500-521,16,1000,1200,20,40,60,976,76.7,19.56,,,
18668,9709500-521,17,1000,1200,20,40,60,352,8.8,75,,,
18669,9709500-521,18,1000,900,20,40,60,1080,74.6,13.4,,,
18670,9709500-521,19,1000,900,20,40,60,480,8.8,70.45,,,
18671,9709500-521,20,1000,700,20,40,60,1056,57.4,17.42,,,
18672,9709500-521,21,1000,700,20,40,60,480,8.3,72.29,,,
18673,9709500-521,22,1000,350,20,40,60,1150,23.1,25.97,,,
18674,9709500-521,23,1000,350,20,40,60,800,8.9,73.03,,,
18675,9709500-522,2,1000,1350,20,40,,0,,,,,
18676,9709500-522,3,1000,800,20,40,60,1200,,,,,
18677,9709500-522,4,1000,1600,20,40,60,1166,68,44.12,,,
18678,9709500-522,14,1000,1600,20,40,60,1166,110.6,12.12,,,
18679,9709500-522,15,1000,1600,20,40,60,800,39.9,22.56,,,
18680,9709500-522,16,1000,1350,20,40,60,1097,72.3,22.13,,,
18681,9709500-522,17,1000,1350,20,40,60,413,3.2,93.75,,,
18682,9709500-522,18,1000,900,20,40,60,1310,82,19.51,,,
18683,9709500-522,19,1000,900,20,40,60,406,3.6,77.78,,,
18684,9709500-522,20,1000,520,20,40,60,1320,41.3,21.79,,,
18685,9709500-522,21,1000,520,20,40,60,530,4.5,66.67,,,
18686,9709500-522,22,1000,320,20,40,60,1080,13.2,22.73,,,
18687,9709500-522,23,1000,320,20,40,60,685,5.8,51.72,,,
18688,9709500-525,2,1000,1350,20,40,,0,,,,,
18689,9709500-525,3,1000,1450,20,40,60,800,,,,,
18690,9709500-525,4,1000,1450,20,40,60,950,55,54.55,,,
18691,9709500-525,14,1000,1450,20,40,60,1030,68,17.65,,,
18692,9709500-525,15,1000,1000,20,40,60,1209,69.5,17.27,,,
18693,9709500-525,16,1000,1000,20,40,60,865,33,21.21,,,
18694,9709500-525,17,1000,800,20,40,60,1284,63.7,15.7,,,
18695,9709500-525,18,1000,800,20,40,60,864,25.7,23.35,,,
18696,9709500-525,19,1000,800,20,40,60,484,5.1,58.82,,,
18697,9709500-525,20,1000,600,20,40,60,1358,51,21.57,,,
18698,9709500-525,21,1000,600,20,40,60,930,25.3,23.72,,,
18699,9709500-525,22,1000,600,20,40,60,544,5.4,55.56,,,
18700,9709500-525,23,1000,300,20,40,60,1376,20.7,24.15,,,
18701,9709500-534,2,1000,1350,20,40,,0,,,,,
18702,9709500-534,3,1000,640,20,40,60,1375,,,,,
18703,9709500-534,4,1000,1450,20,40,60,700,60,58.33,,,
18704,9709500-534,14,1000,1450,20,40,60,949,48,31.25,,,
18705,9709500-534,15,1000,1450,20,40,60,785,32.2,37.27,,,
18706,9709500-534,16,1000,1450,20,40,60,562,9,94.44,,,
18707,9709500-534,17,1000,900,20,40,60,1093,43.5,18.39,,,
18708,9709500-534,18,1000,900,20,40,60,679,11.8,50.85,,,
18709,9709500-534,19,1000,640,20,40,60,1339,44.6,17.94,,,
18710,9709500-534,20,1000,640,20,40,60,969,18.3,49.18,,,
18711,9709500-534,21,1000,640,20,40,60,696,7.7,64.94,,,
18712,9709500-534,22,1000,320,20,40,60,1355,13,61.54,,,
18713,9709500-534,23,1000,320,20,40,60,830,3.4,58.82,,,
18714,9709500-547,2,1000,1350,20,40,,0,,,,,
18715,9709500-547,3,1000,1200,20,40,60,1300,,,,,
18716,9709500-547,4,1000,1350,20,40,60,800,60,50,,,
18717,9709500-547,14,1000,1350,20,40,60,1175,61.8,14,,,
18718,9709500-547,15,1000,1350,20,40,60,936,37.8,21.16,,,
18719,9709500-547,16,1000,1350,20,40,60,621,10,70,,,
18720,9709500-547,17,1000,900,20,40,60,1300,48.5,20.62,,,
18721,9709500-547,18,1000,900,20,40,60,785,12,45,,,
18722,9709500-547,19,1000,640,20,40,60,1400,37.5,21.33,,,
18723,9709500-547,20,1000,640,20,40,60,960,15.2,32.89,,,
18724,9709500-547,21,1000,640,20,40,60,700,5.1,50,,,
18725,9709500-547,22,1000,400,20,40,60,1191,11.6,40,,,
18726,9709500-547,23,1000,400,40,60,60,706,2.6,70,,,
18727,9709500-551,2,1000,1350,20,40,,0,,,,,
18728,9709500-551,3,1000,800,20,40,60,1400,,,,,
18729,9709500-551,4,1000,1600,20,40,60,980,50,70,,,
18730,9709500-551,14,1000,1600,20,40,60,1228,52.6,22.81,,,
18731,9709500-551,15,1000,1600,20,40,60,956,27,29.63,,,
18732,9709500-551,16,1000,1600,20,40,60,600,3.8,65.79,,,
18733,9709500-551,17,1000,1400,20,40,60,1217,46.1,19.52,,,
18734,9709500-551,18,1000,1400,20,40,60,920,18.9,31.75,,,
18735,9709500-551,19,1000,1400,20,40,60,672,4.4,81.82,,,
18736,9709500-551,20,1000,800,20,40,60,1426,40.2,17.41,,,
18737,9709500-551,21,1000,800,20,40,60,700,4.2,71.43,,,
18738,9709500-551,22,1000,320,20,40,60,1400,6.4,62.5,,,
18739,9709500-551,23,1000,320,20,40,60,1200,4.2,74.29,,,
18740,9709500-555,2,1000,1350,20,40,,0,,,,,
18741,9709500-555,3,1000,1600,20,40,60,800,,,,,
18742,9709500-555,4,1000,1600,20,40,60,600,60,50,,,
18743,9709500-555,14,1000,1600,20,40,60,942,79.7,12.55,,,
18744,9709500-555,15,1000,1600,20,40,60,370,5.3,56.6,,,
18745,9709500-555,16,1000,900,20,40,60,1151,72,13.89,,,
18746,9709500-555,17,1000,900,20,40,60,476,7.1,56.34,,,
18747,9709500-555,18,1000,320,20,40,60,1400,26,23.08,,,
18748,9709500-555,19,1000,320,20,40,60,800,6.3,63.49,,,
18749,9709500-588,2,1000,1350,20,40,,0,,,,,
18750,9709500-588,3,1000,1600,20,40,60,924,,,,,
18751,9709500-588,4,1000,1600,20,40,60,924,55,54.55,,,
18752,9709500-588,14,1000,1600,20,40,60,924,59.6,13.42,,,
18753,9709500-588,15,1000,1600,20,40,60,439,5.8,91.23,,,
18754,9709500-588,16,1000,700,20,40,60,1041,35.4,33.9,,,
18755,9709500-588,17,1000,700,20,40,60,487,5.3,55,,,
18756,9709500-588,18,1000,320,20,40,60,1114,15.8,30,,,
18757,9709500-588,19,1000,320,20,40,60,701,4.7,80,,,
18758,9709500-589,2,1000,1350,20,40,,0,,,,,
18759,9709500-589,3,1000,1600,20,40,60,1139,,,,,
18760,9709500-589,4,1000,1600,20,40,60,1139,40,80,,,
18761,9709500-589,14,1000,1600,20,40,60,1087,92,11,,,
18762,9709500-589,15,1000,1600,20,40,60,817,57,14,,,
18763,9709500-589,16,1000,1350,20,40,60,1042,73.5,10,,,
18764,9709500-589,17,1000,1350,20,40,60,408,4.8,45,,,
18765,9709500-589,18,1000,900,20,40,60,1250,71.2,11,,,
18766,9709500-589,19,1000,900,20,40,60,410,3.6,50,,,
18767,9709500-589,20,1000,520,20,40,60,1315,45.1,13,,,
18768,9709500-589,21,1000,520,20,40,60,495,3.1,55,,,
18769,9709500-589,22,1000,320,20,40,60,1244,20.3,20,,,
18770,9709500-589,23,1000,320,20,40,60,880,8.6,30,,,
18771,9709500-602,2,1000,1350,20,40,,0,,,,,
18772,9709500-602,3,1000,800,20,40,60,1200,,,,,
18773,9709500-602,4,1000,1350,20,40,60,1200,41,73.17,,,
18774,9709500-602,14,1000,1800,20,40,60,900,59.4,16.84,,,
18775,9709500-602,15,1000,1800,20,40,60,670,34,22.94,,,
18776,9709500-602,16,1000,1350,20,40,60,1542,83.5,11.98,,,
18777,9709500-602,17,1000,1350,20,40,60,760,34.6,18.5,,,
18778,9709500-602,18,1000,1000,20,40,60,1150,56.9,15.82,,,
18779,9709500-602,19,1000,1000,20,40,60,780,27,19.93,,,
18780,9709500-602,20,1000,1000,20,40,60,430,3.3,78.79,,,
18781,9709500-602,21,1000,700,20,40,60,930,28.5,22.46,,,
18782,9709500-602,22,1000,700,20,40,60,480,4.8,47.92,,,
18783,9709500-602,23,1000,250,20,40,60,1000,7.6,39.47,,,
18784,9709500-603,2,1000,1350,20,40,,0,,,,,
18785,9709500-603,3,1000,1000,20,40,60,900,,,,,
18786,9709500-603,4,1000,1600,20,40,60,800,50,60,,,
18787,9709500-603,14,1000,1600,20,40,60,900,77,15.58,,,
18788,9709500-603,15,1000,1600,20,40,60,400,4.4,68.18,,,
18789,9709500-603,16,1000,900,20,40,60,1100,68.54,17.51,,,
18790,9709500-603,17,1000,900,20,40,60,800,32.8,27.44,,,
18791,9709500-603,18,1000,900,20,40,60,450,4.7,63.83,,,
18792,9709500-603,19,1000,320,20,40,60,1300,24,20.83,,,
18793,9709500-603,20,1000,320,20,40,60,750,5.15,58.25,,,
18794,9709500-610,2,1000,1350,20,40,,0,,,,,
18795,9709500-610,3,1000,1800,20,40,60,830,,,,,
18796,9709500-610,4,1000,1600,20,40,60,830,55,50,,,
18797,9709500-610,14,1000,1800,20,40,60,846,70.5,12,,,
18798,9709500-610,15,1000,1800,20,40,60,550,31,25,,,
18799,9709500-610,16,1000,1800,20,40,60,366,7.3,80,,,
18800,9709500-610,17,1000,1400,20,40,60,972,70.4,10,,,
18801,9709500-610,18,1000,1400,20,40,60,644,31.2,30,,,
18802,9709500-610,19,1000,1400,20,40,60,331,3.3,80,,,
18803,9709500-610,20,1000,1000,20,40,60,725,30.4,28,,,
18804,9709500-610,21,1000,1000,20,40,60,376,3.8,90,,,
18805,9709500-610,22,1000,300,20,40,60,694,5.1,60,,,
18806,9709500-610,23,1000,300,20,40,60,651,3.3,75,,,
18807,9709500-613,2,1000,1350,20,40,,0,,,,,
18808,9709500-613,3,1000,1600,20,40,60,800,,,,,
18809,9709500-613,4,1000,1350,20,40,60,800,50,60,,,
18810,9709500-613,14,1000,1800,20,40,60,819,54.4,22.06,,,
18811,9709500-613,15,1000,1800,20,40,60,501,17.3,34.68,,,
18812,9709500-613,16,1000,1400,20,40,60,1071,74,16.22,,,
18813,9709500-613,17,1000,1400,20,40,60,572,15.8,44.3,,,
18814,9709500-613,18,1000,1400,20,40,60,423,4.3,69.77,,,
18815,9709500-613,19,1000,900,20,40,60,977,39.4,20.3,,,
18816,9709500-613,20,1000,900,20,40,60,528,6.5,61.54,,,
18817,9709500-613,21,1000,900,20,40,60,478,4.2,71.43,,,
18818,9709500-613,22,1000,640,20,40,60,1127,38.1,21,,,
18819,9709500-613,23,1000,250,20,40,60,1220,10.9,55.05,,,
18820,9709500-635,2,1000,1350,20,40,,0,,,,,
18821,9709500-635,3,1000,800,20,40,60,1100,,,,,
18822,9709500-635,4,1000,1600,20,40,60,830,50,50,,,
18823,9709500-635,14,1000,1600,20,40,60,830,74.4,10.75,,,
18824,9709500-635,15,1000,1600,20,40,60,710,53.7,12.76,,,
18825,9709500-635,16,1000,1600,40,60,60,300,2.1,70,,,
18826,9709500-635,17,1000,1350,20,40,60,872,72.2,12.47,,,
18827,9709500-635,18,1000,1350,20,40,60,660,38.1,40,,,
18828,9709500-635,19,1000,1350,40,60,60,330,2.9,70,,,
18829,9709500-635,20,1000,520,20,40,60,1140,40,60,,,
18830,9709500-635,21,1000,520,20,40,60,860,21.7,60,,,
18831,9709500-635,22,1000,520,40,60,60,429,2.9,70,,,
18832,9709500-635,23,1000,320,40,60,60,560,2.9,70,,,
18833,9709500-636,2,1000,1350,20,40,,0,,,,,
18834,9709500-636,3,1000,800,20,40,60,1100,,,,,
18835,9709500-636,4,1000,1600,20,40,60,830,55,54.55,,,
18836,9709500-636,14,1000,1600,20,40,60,973,67.6,12.75,,,
18837,9709500-636,15,1000,1600,20,40,60,727,33,16.76,,,
18838,9709500-636,16,1000,1600,20,40,60,438,8.6,70,,,
18839,9709500-636,17,1000,1350,20,40,60,904,44.5,16,,,
18840,9709500-636,18,1000,1350,20,40,60,531,9.6,40,,,
18841,9709500-636,19,1000,520,20,40,60,1178,24.7,39.65,,,
18842,9709500-636,20,1000,520,20,40,60,886,12,25,,,
18843,9709500-636,21,1000,520,40,60,60,429,1.5,80,,,
18844,9709500-636,22,1000,320,20,40,60,1033,7.2,70,,,
18845,9709500-636,23,1000,320,40,60,60,572,1.2,80,,,
18846,9709500-637,2,1000,1350,20,40,,0,,,,,
18847,9709500-637,3,1000,800,20,40,60,1100,,,,,
18848,9709500-637,4,1000,1600,20,40,60,830,60,50,,,
18849,9709500-637,14,1000,1600,20,40,60,987,44.7,13.42,,,
18850,9709500-637,15,1000,1600,20,40,60,736,18.6,18.82,,,
18851,9709500-637,16,1000,1600,20,90,60,468,3,73.33,,,
18852,9709500-637,17,1000,1350,20,40,60,918,29.9,12.04,,,
18853,9709500-637,18,1000,1350,20,40,60,551,3.9,61.54,,,
18854,9709500-637,19,1000,520,20,40,60,1210,16.5,26.67,,,
18855,9709500-637,20,1000,520,20,60,60,917,7,42.86,,,
18856,9709500-637,21,1000,520,40,60,60,586,1.8,88.89,,,
18857,9709500-637,22,1000,320,20,40,60,1233,6.3,66.67,,,
18858,9709500-637,23,1000,320,40,90,60,880,2,80,,,
18859,9709500-651,2,1000,1350,20,40,,0,,,,,
18860,9709500-651,3,1000,1350,20,40,60,1000,,,,,
18861,9709500-651,4,1000,1600,20,40,60,800,60,58.33,,,
18862,9709500-651,14,1000,1600,20,40,60,849,60.4,16.56,,,
18863,9709500-651,15,1000,1600,20,40,60,360,6.5,61.54,,,
18864,9709500-651,16,1000,1350,20,40,60,812,43.7,18.31,,,
18865,9709500-651,17,1000,1350,20,40,60,432,10.1,39.6,,,
18866,9709500-651,18,1000,800,20,40,60,860,38.8,13,,,
18867,9709500-651,19,1000,800,20,40,60,425,6.2,59.68,,,
18868,9709500-651,20,1000,320,20,40,60,988,13.9,31.65,,,
18869,9709500-651,21,1000,320,20,40,60,570,3.2,75,,,
18870,9709500-652,2,1000,1350,20,40,,0,,,,,
18871,9709500-652,3,1000,1350,20,40,60,1000,,,,,
18872,9709500-652,4,1000,1600,20,40,60,800,50,50,,,
18873,9709500-652,14,1000,1600,20,40,60,800,67.8,15,,,
18874,9709500-652,15,1000,1600,20,40,60,372,4.6,70,,,
18875,9709500-652,16,1000,1350,20,40,60,750,49.6,14,,,
18876,9709500-652,17,1000,1350,20,40,60,432,8.3,45,,,
18877,9709500-652,18,1000,800,20,40,60,900,43.3,13,,,
18878,9709500-652,19,1000,800,20,40,60,450,6.8,60,,,
18879,9709500-652,20,1000,320,20,40,60,1028,16.4,30,,,
18880,9709500-652,21,1000,320,20,60,60,600,4,65,,,
18881,9709500-659,2,1000,1350,20,40,,0,,,,,
18882,9709500-659,3,1000,1600,20,40,60,900,,,,,
18883,9709500-659,4,1000,1600,20,40,60,900,62,51.61,,,
18884,9709500-659,14,1000,1600,20,40,60,810,60.5,15.21,,,
18885,9709500-659,15,1000,1600,20,40,60,644,34.2,25.15,,,
18886,9709500-659,16,1000,1200,20,40,60,900,51.5,20.39,,,
18887,9709500-659,17,1000,1200,20,40,60,400,6.7,71.64,,,
18888,9709500-659,18,1000,900,20,40,60,984,50.2,19.12,,,
18889,9709500-659,19,1000,900,20,40,60,472,6.8,67.65,,,
18890,9709500-659,20,1000,700,20,40,60,945,36.3,22.59,,,
18891,9709500-659,21,1000,700,20,40,60,501,6.8,70.59,,,
18892,9709500-659,22,1000,350,20,40,60,1100,20.8,28.85,,,
18893,9709500-659,23,1000,350,20,40,60,650,6.5,70.77,,,
18894,9709500-663,2,1000,1350,20,40,,0,,,,,
18895,9709500-663,3,1000,1200,20,40,60,900,,,,,
18896,9709500-663,4,1000,1600,20,40,60,800,55,54.55,,,
18897,9709500-663,14,1000,1600,20,40,60,830,79,15.19,,,
18898,9709500-663,15,1000,1600,20,40,60,674,50.7,19.72,,,
18899,9709500-663,16,1000,1600,20,40,60,350,4.3,69.77,,,
18900,9709500-663,17,1000,900,20,40,60,970,64,18.75,,,
18901,9709500-663,18,1000,900,20,40,60,780,42,30.95,,,
18902,9709500-663,19,1000,900,20,40,60,410,4.5,66.67,,,
18903,9709500-663,20,1000,640,20,40,60,980,42.8,23.36,,,
18904,9709500-663,21,1000,640,20,40,60,550,8.6,69.77,,,
18905,9709500-663,22,1000,320,20,40,60,1200,23.8,33.61,,,
18906,9709500-663,23,1000,320,20,40,60,650,4.6,65.22,,,
18907,9709500-698,2,1000,1350,20,40,,0,,,,,
18908,9709500-698,3,1000,1800,20,40,60,830,,,,,
18909,9709500-698,4,1000,1600,20,40,60,830,55,50,,,
18910,9709500-698,14,1000,1800,20,40,60,846,70.5,12,,,
18911,9709500-698,15,1000,1800,20,40,60,550,31,25,,,
18912,9709500-698,16,1000,1800,20,40,60,366,7.3,80,,,
18913,9709500-698,17,1000,1400,20,40,60,972,70.4,10,,,
18914,9709500-698,18,1000,1400,20,40,60,644,31.2,30,,,
18915,9709500-698,19,1000,1400,20,40,60,331,3.3,80,,,
18916,9709500-698,20,1000,1000,20,40,60,725,30.4,28,,,
18917,9709500-698,21,1000,1000,20,40,60,376,3.8,90,,,
18918,9709500-698,22,1000,300,20,40,60,694,5.1,60,,,
18919,9709500-698,23,1000,300,20,40,60,651,3.3,75,,,
18920,9709500-699,2,1000,1350,20,40,,0,,,,,
18921,9709500-699,3,1000,350,20,40,60,2500,,,,,
18922,9709500-699,4,1000,1600,20,40,60,700,60,50,,,
18923,9709500-699,14,1000,1600,20,40,60,1057,66.3,13.57,,,
18924,9709500-699,15,1000,1000,20,40,60,1120,54.4,14.71,,,
18925,9709500-699,16,1000,1000,20,40,60,403,5.1,58.82,,,
18926,9709500-699,17,1000,800,20,40,60,1211,51.2,15.62,,,
18927,9709500-699,18,1000,800,20,40,60,951,37.5,16,,,
18928,9709500-699,19,1000,800,20,40,60,414,4.3,65.12,,,
18929,9709500-699,20,1000,600,20,40,60,1284,46.5,12.9,,,
18930,9709500-699,21,1000,600,20,40,60,930,26.9,18.59,,,
18931,9709500-699,22,1000,600,20,40,60,452,4.8,65.91,,,
18932,9709500-699,23,1000,300,20,40,60,772,5.3,56.6,,,
18933,9709500-714,2,1000,1350,20,40,,0,,,,,
18934,9709500-714,3,1000,1600,20,40,60,800,,,,,
18935,9709500-714,4,1000,1600,20,40,60,700,60,65,,,
18936,9709500-714,14,1000,1750,20,40,60,792,60.7,19.58,,,
18937,9709500-714,15,1000,1500,20,40,60,771,45.2,23.01,,,
18938,9709500-714,16,1000,1500,20,40,60,611,27.1,30.08,,,
18939,9709500-714,17,1000,1500,20,40,60,405,4.2,68.97,,,
18940,9709500-714,18,1000,1200,20,40,60,732,35.1,23.67,,,
18941,9709500-714,19,1000,1200,20,40,60,404,5.9,68.97,,,
18942,9709500-714,20,1000,900,20,40,60,1061,60.3,19.24,,,
18943,9709500-714,21,1000,900,20,40,60,811,33.6,21.74,,,
18944,9709500-714,22,1000,900,20,40,60,417,5.1,70.59,,,
18945,9709500-714,23,1000,600,20,40,60,1048,33,16.06,,,
18946,9709500-714,24,1000,300,20,40,60,1083,14.2,31.47,,,
