id,pump_code,test_name,vacuum,adjusting_time,measuring_time,motor_speed,target_pressure,min_direct_flow,max_direct_flow,min_back_flow,max_back_flow,regulator_current,pcv_current,calibration_min_i,calibration_max_i,calibration_i1,calibration_i2,calibration_i_offset,is_custom
6281,0 445 020 127,11,TRUE,10,20,3500,500,106.2,147.6,,,1,,,,,,,FALSE
6282,0 445 020 127,12,TRUE,10,20,3500,500,47.4,72.6,,,1.2,,,,,,,FALSE
6283,0 445 020 127,13,TRUE,10,20,3500,500,4.8,21,,,1.4,,,,,,,FALSE
6284,0 445 020 127,14,TRUE,10,20,3500,0,0,2.04,,,1.62,,,,,,,FALSE
6285,0 445 020 128,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6286,0 445 020 128,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6287,0 445 020 128,5,TRUE,10,20,180,200,8.4,12,,,0.4,,,,,,,FALSE
6288,0 445 020 128,7,TRUE,10,20,1000,1600,49.2,70.8,,,0.4,,,,,,,FALSE
6289,0 445 020 128,8,TRUE,10,20,3500,500,182.4,228.6,24,79.02,0.4,,,,,,,FALSE
6290,0 445 020 128,10,TRUE,10,20,3500,500,168,222.6,,,0.7,,,,,,,FALSE
6291,0 445 020 128,11,TRUE,10,20,3500,500,106.2,147.6,,,1,,,,,,,FALSE
6292,0 445 020 128,12,TRUE,10,20,3500,500,47.4,72.6,,,1.2,,,,,,,FALSE
6293,0 445 020 128,13,TRUE,10,20,3500,500,4.8,21,,,1.4,,,,,,,FALSE
6294,0 445 020 129,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6295,0 445 020 129,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6296,0 445 020 129,5,TRUE,10,20,180,200,9.6,12,,,0.4,,,,,,,FALSE
6297,0 445 020 129,7,TRUE,10,20,1000,1800,50.4,65.4,,,0.4,,,,,,,FALSE
6298,0 445 020 129,8,TRUE,10,20,3500,500,186,229.2,39,81,0.4,,,,,,,FALSE
6299,0 445 020 129,10,TRUE,10,20,3500,500,160.8,210,,,0.7,,,,,,,FALSE
6300,0 445 020 129,11,TRUE,10,20,3500,500,99.6,138.6,,,1,,,,,,,FALSE
6301,0 445 020 129,12,TRUE,10,20,3500,500,43.8,67.8,,,1.2,,,,,,,FALSE
6302,0 445 020 129,13,TRUE,10,20,3500,500,3.6,16.2,,,1.4,,,,,,,FALSE
6303,0 445 020 129,14,TRUE,10,20,3500,0,0,2.04,,,1.7,,,,,,,FALSE
6304,0 445 020 130,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6305,0 445 020 130,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6306,0 445 020 130,5,TRUE,10,20,180,200,8.4,12,,,0.4,,,,,,,FALSE
6307,0 445 020 130,7,TRUE,10,20,1000,1600,49.2,70.8,,,0.4,,,,,,,FALSE
6308,0 445 020 130,8,TRUE,10,20,3500,500,192,228.6,24,79.02,0.4,,,,,,,FALSE
6309,0 445 020 130,10,TRUE,10,20,3500,500,169.2,219.6,,,0.7,,,,,,,FALSE
6310,0 445 020 130,11,TRUE,10,20,3500,500,105.6,146.4,,,1,,,,,,,FALSE
6311,0 445 020 130,12,TRUE,10,20,3500,500,49.2,70.8,,,1.2,,,,,,,FALSE
6312,0 445 020 130,13,TRUE,10,20,3500,500,4.2,18.6,,,1.4,,,,,,,FALSE
6313,0 445 020 130,14,TRUE,10,20,3500,0,0,2.04,,,1.62,,,,,,,FALSE
6314,0 445 020 131,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6315,0 445 020 131,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6316,0 445 020 131,5,TRUE,10,20,180,200,8.4,12,,,0.4,,,,,,,FALSE
6317,0 445 020 131,7,TRUE,10,20,1000,1600,58.8,75.6,,,0.4,,,,,,,FALSE
6318,0 445 020 131,8,TRUE,10,20,3500,500,192,228.6,24,56.04,0.4,,,,,,,FALSE
6319,0 445 020 131,10,TRUE,10,20,3500,500,174.6,222.6,,,0.7,,,,,,,FALSE
6320,0 445 020 131,11,TRUE,10,20,3500,500,102,142.2,,,1,,,,,,,FALSE
6321,0 445 020 131,12,TRUE,10,20,3500,500,43.2,64.8,,,1.2,,,,,,,FALSE
6322,0 445 020 131,13,TRUE,10,20,3500,500,5.4,15.6,,,1.4,,,,,,,FALSE
6323,0 445 020 131,14,TRUE,10,20,3500,0,0,2.04,,,1.62,,,,,,,FALSE
6324,0 445 020 132,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6325,0 445 020 132,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6326,0 445 020 132,5,TRUE,10,20,180,200,11.4,13.8,,,0.4,,,,,,,FALSE
6327,0 445 020 132,7,TRUE,10,20,1000,1600,60,75.6,,,0.4,,,,,,,FALSE
6328,0 445 020 132,10,TRUE,10,20,3500,500,106.2,147,,,1,,,,,,,FALSE
6329,0 445 020 132,11,TRUE,10,20,3500,500,47.4,72.6,,,1.2,,,,,,,FALSE
6330,0 445 020 132,12,TRUE,10,20,3500,500,4.8,19.8,,,1.4,,,,,,,FALSE
6331,0 445 020 132,13,TRUE,10,20,3500,0,0,2.04,,,1.62,,,,,,,FALSE
6332,0 445 020 133,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6333,0 445 020 133,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6334,0 445 020 133,5,TRUE,10,20,180,200,11.4,13.8,,,0.4,,,,,,,FALSE
6335,0 445 020 133,7,TRUE,10,20,1000,1600,60,75.6,,,0.4,,,,,,,FALSE
6336,0 445 020 133,10,TRUE,10,20,3500,500,106.2,147,,,1,,,,,,,FALSE
6337,0 445 020 133,11,TRUE,10,20,3500,500,47.4,72.6,,,1.2,,,,,,,FALSE
6338,0 445 020 133,12,TRUE,10,20,3500,500,4.8,19.8,,,1.4,,,,,,,FALSE
6339,0 445 020 133,13,TRUE,10,20,3500,0,0,2.04,,,1.62,,,,,,,FALSE
6340,0 445 020 134,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6341,0 445 020 134,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6342,0 445 020 134,5,TRUE,10,20,180,200,12,15.6,,,0.4,,,,,,,FALSE
6343,0 445 020 134,7,TRUE,10,20,1000,1800,69.6,86.4,,,0.4,,,,,,,FALSE
6344,0 445 020 134,10,TRUE,10,20,3500,500,155.4,227.4,,,1,,,,,,,FALSE
6345,0 445 020 134,11,TRUE,10,20,3500,500,72.6,119.4,,,1.2,,,,,,,FALSE
6346,0 445 020 134,12,TRUE,10,20,3500,500,7.2,30.6,,,1.4,,,,,,,FALSE
6347,0 445 020 134,13,TRUE,10,20,3500,0,0,2.04,,,1.7,,,,,,,FALSE
6348,0 445 020 136,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6349,0 445 020 136,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6350,0 445 020 136,5,TRUE,10,20,180,200,9.6,12,,,0.4,,,,,,,FALSE
6351,0 445 020 136,7,TRUE,10,20,1000,1800,50.4,65.4,,,0.4,,,,,,,FALSE
6352,0 445 020 136,8,TRUE,10,20,3500,500,186,228.6,39,81,0.4,,,,,,,FALSE
6353,0 445 020 136,10,TRUE,10,20,3500,500,160.8,210,,,0.7,,,,,,,FALSE
6354,0 445 020 136,11,TRUE,10,20,3500,500,99.6,138.6,,,1,,,,,,,FALSE
6355,0 445 020 136,12,TRUE,10,20,3500,500,43.8,67.8,,,1.2,,,,,,,FALSE
6356,0 445 020 136,13,TRUE,10,20,3500,500,3.6,16.2,,,1.4,,,,,,,FALSE
6357,0 445 020 136,14,TRUE,10,20,3500,0,0,2.04,,,1.7,,,,,,,FALSE
6358,0 445 020 137,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6359,0 445 020 137,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6360,0 445 020 137,5,TRUE,10,20,180,200,8.4,12,,,0.4,,,,,,,FALSE
6361,0 445 020 137,7,TRUE,10,20,1000,1800,52.2,65.4,,,0.4,,,,,,,FALSE
6362,0 445 020 137,8,TRUE,10,20,3500,500,182.4,228.6,13.98,66,0.4,,,,,,,FALSE
6363,0 445 020 137,10,TRUE,10,20,3500,500,160.8,210,,,0.7,,,,,,,FALSE
6364,0 445 020 137,11,TRUE,10,20,3500,500,99.6,138.6,,,1,,,,,,,FALSE
6365,0 445 020 137,12,TRUE,10,20,3500,500,43.8,67.8,,,1.2,,,,,,,FALSE
6366,0 445 020 137,13,TRUE,10,20,3500,500,3.6,16.2,,,1.4,,,,,,,FALSE
6367,0 445 020 137,14,TRUE,10,20,3500,0,0,2.04,,,1.62,,,,,,,FALSE
6368,0 445 020 139,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6369,0 445 020 139,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6370,0 445 020 139,5,TRUE,10,20,180,200,9.6,12,,,0.4,,,,,,,FALSE
6371,0 445 020 139,7,TRUE,10,20,1000,1800,50.4,65.4,,,0.4,,,,,,,FALSE
6372,0 445 020 139,8,TRUE,10,20,3500,500,186,228.6,39,81,0.4,,,,,,,FALSE
6373,0 445 020 139,10,TRUE,10,20,3500,500,160.8,210,,,0.7,,,,,,,FALSE
6374,0 445 020 139,11,TRUE,10,20,3500,500,99.6,138.6,,,1,,,,,,,FALSE
6375,0 445 020 139,12,TRUE,10,20,3500,500,43.8,67.8,,,1.2,,,,,,,FALSE
6376,0 445 020 139,13,TRUE,10,20,3500,500,3.6,16.2,,,1.4,,,,,,,FALSE
6377,0 445 020 139,14,TRUE,10,20,3500,0,0,2.04,,,1.62,,,,,,,FALSE
6378,0 445 020 141,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6379,0 445 020 141,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6380,0 445 020 141,5,TRUE,10,20,180,200,9.6,12,,,0.4,,,,,,,FALSE
6381,0 445 020 141,7,TRUE,10,20,1000,1800,50.4,65.4,,,0.4,,,,,,,FALSE
6382,0 445 020 141,8,TRUE,10,20,3500,500,186,228.6,39,81,0.4,,,,,,,FALSE
6383,0 445 020 141,10,TRUE,10,20,3500,500,160.8,210,,,0.7,,,,,,,FALSE
6384,0 445 020 141,11,TRUE,10,20,3500,500,99.6,138.6,,,1,,,,,,,FALSE
6385,0 445 020 141,12,TRUE,10,20,3500,500,43.8,67.8,,,1.2,,,,,,,FALSE
6386,0 445 020 141,13,TRUE,10,20,3500,500,3.6,16.2,,,1.4,,,,,,,FALSE
6387,0 445 020 141,14,TRUE,10,20,3500,0,0,2.04,,,1.62,,,,,,,FALSE
6388,0 445 020 142,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6389,0 445 020 142,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6390,0 445 020 142,5,TRUE,10,20,180,200,8.4,12,,,0.4,,,,,,,FALSE
6391,0 445 020 142,7,TRUE,10,20,1000,1800,52.2,65.4,,,0.4,,,,,,,FALSE
6392,0 445 020 142,8,TRUE,10,20,3500,500,182.4,228.6,13.98,66,0.4,,,,,,,FALSE
6393,0 445 020 142,10,TRUE,10,20,3500,500,160.8,210,,,0.7,,,,,,,FALSE
6394,0 445 020 142,11,TRUE,10,20,3500,500,99.6,138.6,,,1,,,,,,,FALSE
6395,0 445 020 142,12,TRUE,10,20,3500,500,43.8,67.8,,,1.2,,,,,,,FALSE
6396,0 445 020 142,13,TRUE,10,20,3500,500,3.6,16.2,,,1.4,,,,,,,FALSE
6397,0 445 020 142,14,TRUE,10,20,3500,0,0,2.04,,,1.62,,,,,,,FALSE
6398,0 445 020 143,1,FALSE,60,,500,0,,,,,1.5,,,,,,,FALSE
6399,0 445 020 143,2,TRUE,60,,2000,500,,,,,1.5,,,,,,,FALSE
6400,0 445 020 143,5,TRUE,10,20,180,200,7.2,9.6,,,1.5,,,,,,,FALSE
6401,0 445 020 143,7,TRUE,10,20,2000,1600,79.8,101.4,,,1.5,,,,,,,FALSE
6402,0 445 020 143,8,TRUE,10,20,2000,500,90.6,101.4,24,46.02,1.5,,,,,,,FALSE
6403,0 445 020 143,10,TRUE,10,20,2000,500,67.2,88.8,,,1.2,,,,,,,FALSE
6404,0 445 020 143,11,TRUE,10,20,2000,500,2.4,12.6,,,0.75,,,,,,,FALSE
6405,0 445 020 143,12,TRUE,10,20,2000,0,0,2.04,,,0.54,,,,,,,FALSE
6406,0 445 020 146,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6407,0 445 020 146,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6408,0 445 020 146,5,TRUE,10,20,180,200,9.6,12,,,0.4,,,,,,,FALSE
6409,0 445 020 146,7,TRUE,10,20,1000,1800,49.8,65.4,,,0.4,,,,,,,FALSE
6410,0 445 020 146,8,TRUE,10,20,3500,500,168.6,229.2,39,81,0.4,,,,,,,FALSE
6411,0 445 020 146,10,TRUE,10,20,3500,500,144.6,211.8,,,0.7,,,,,,,FALSE
6412,0 445 020 146,11,TRUE,10,20,3500,500,86.4,123.6,,,1,,,,,,,FALSE
6413,0 445 020 146,12,TRUE,10,20,3500,500,37.2,97.2,,,1.2,,,,,,,FALSE
6414,0 445 020 146,13,TRUE,10,20,3500,500,3.6,14.4,,,1.4,,,,,,,FALSE
6415,0 445 020 146,14,TRUE,10,20,3500,0,0,2.04,,,1.62,,,,,,,FALSE
6416,0 445 020 147,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6417,0 445 020 147,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6418,0 445 020 147,5,TRUE,10,20,180,200,9.6,12,,,0.4,,,,,,,FALSE
6419,0 445 020 147,7,TRUE,10,20,1000,1600,51,65.4,,,0.4,,,,,,,FALSE
6420,0 445 020 147,8,TRUE,10,20,3500,500,170.4,228.6,24,55.98,0.4,,,,,,,FALSE
6421,0 445 020 147,10,TRUE,10,20,3500,500,157.2,204.6,,,0.7,,,,,,,FALSE
6422,0 445 020 147,11,TRUE,10,20,3500,500,100.8,139.8,,,1,,,,,,,FALSE
6423,0 445 020 147,12,TRUE,10,20,3500,500,42.6,61.8,,,1.2,,,,,,,FALSE
6424,0 445 020 147,13,TRUE,10,20,3500,500,3,13.2,,,1.4,,,,,,,FALSE
6425,0 445 020 147,14,TRUE,10,20,3500,0,0,2.04,,,1.62,,,,,,,FALSE
6426,0 445 020 148,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6427,0 445 020 148,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6428,0 445 020 148,5,TRUE,10,20,180,200,9.6,12,,,0.4,,,,,,,FALSE
6429,0 445 020 148,7,TRUE,10,20,1000,1800,50.4,65.4,,,0.4,,,,,,,FALSE
6430,0 445 020 148,8,TRUE,10,20,3500,500,186,229.2,48.96,71.04,0.4,,,,,,,FALSE
6431,0 445 020 148,10,TRUE,10,20,3500,500,160.8,210,,,0.7,,,,,,,FALSE
6432,0 445 020 148,11,TRUE,10,20,3500,500,99.6,138.6,,,1,,,,,,,FALSE
6433,0 445 020 148,12,TRUE,10,20,3500,500,43.8,67.8,,,1.2,,,,,,,FALSE
6434,0 445 020 148,13,TRUE,10,20,3500,500,3.6,16.2,,,1.4,,,,,,,FALSE
6435,0 445 020 148,14,TRUE,10,20,3500,0,0,2.04,,,1.7,,,,,,,FALSE
6436,0 445 020 149,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6437,0 445 020 149,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6438,0 445 020 149,5,TRUE,10,20,180,200,8.7,11.7,,,0.4,,,,,,,FALSE
6439,0 445 020 149,7,TRUE,10,20,1000,1600,59.28,75.54,,,0.4,,,,,,,FALSE
6440,0 445 020 149,8,TRUE,10,20,3500,500,192.3,228.3,24,56.04,0.4,,,,,,,FALSE
6441,0 445 020 149,10,TRUE,10,20,3500,500,174.6,222.42,,,0.7,,,,,,,FALSE
6442,0 445 020 149,11,TRUE,10,20,3500,500,102.3,141.72,,,1,,,,,,,FALSE
6443,0 445 020 149,12,TRUE,10,20,3500,500,43.38,64.62,,,1.2,,,,,,,FALSE
6444,0 445 020 149,13,TRUE,10,20,3500,500,5.4,15.6,,,1.4,,,,,,,FALSE
6445,0 445 020 149,14,TRUE,10,20,3500,0,0,2.04,,,1.62,,,,,,,FALSE
6446,0 445 020 150,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6447,0 445 020 150,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6448,0 445 020 150,5,TRUE,10,20,180,200,9.6,12,,,0.4,,,,,,,FALSE
6449,0 445 020 150,7,TRUE,10,20,1000,1600,52.2,65.4,,,0.4,,,,,,,FALSE
6450,0 445 020 150,8,TRUE,10,20,3500,500,178.8,229.2,24,79.02,0.4,,,,,,,FALSE
6451,0 445 020 150,10,TRUE,10,20,3500,500,157.2,205.2,,,0.7,,,,,,,FALSE
6452,0 445 020 150,11,TRUE,10,20,3500,500,100.8,139.2,,,1,,,,,,,FALSE
6453,0 445 020 150,12,TRUE,10,20,3500,500,43.2,67.2,,,1.2,,,,,,,FALSE
6454,0 445 020 150,13,TRUE,10,20,3500,500,3.6,16.2,,,1.4,,,,,,,FALSE
6455,0 445 020 150,14,TRUE,10,20,3500,0,0,2.04,,,1.62,,,,,,,FALSE
6456,0 445 020 151,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6457,0 445 020 151,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6458,0 445 020 151,5,TRUE,10,20,180,200,9.6,12,,,0.4,,,,,,,FALSE
6459,0 445 020 151,7,TRUE,10,20,1000,1600,51,65.4,,,0.4,,,,,,,FALSE
6460,0 445 020 151,8,TRUE,10,20,3500,500,170.4,229.2,24,46.02,0.4,,,,,,,FALSE
6461,0 445 020 151,10,TRUE,10,20,3500,500,157.2,205.2,,,0.7,,,,,,,FALSE
6462,0 445 020 151,11,TRUE,10,20,3500,500,100.8,139.2,,,1,,,,,,,FALSE
6463,0 445 020 151,12,TRUE,10,20,3500,500,42,61.8,,,1.2,,,,,,,FALSE
6464,0 445 020 151,13,TRUE,10,20,3500,500,3,13.2,,,1.4,,,,,,,FALSE
6465,0 445 020 151,14,TRUE,10,20,3500,0,0,2.04,,,1.62,,,,,,,FALSE
6466,0 445 020 152,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6467,0 445 020 152,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6468,0 445 020 152,5,TRUE,10,20,180,200,9.6,12,,,0.4,,,,,,,FALSE
6469,0 445 020 152,7,TRUE,10,20,1000,1800,50.4,65.4,,,0.4,,,,,,,FALSE
6470,0 445 020 152,8,TRUE,10,20,3500,500,186,228.6,39,81,0.4,,,,,,,FALSE
6471,0 445 020 152,10,TRUE,10,20,3500,500,160.8,210,,,0.7,,,,,,,FALSE
6472,0 445 020 152,11,TRUE,10,20,3500,500,99.6,138.6,,,1,,,,,,,FALSE
6473,0 445 020 152,12,TRUE,10,20,3500,500,43.8,67.8,,,1.2,,,,,,,FALSE
6474,0 445 020 152,13,TRUE,10,20,3500,500,3.6,16.2,,,1.4,,,,,,,FALSE
6475,0 445 020 152,14,TRUE,10,20,3500,0,0,2.04,,,1.7,,,,,,,FALSE
6476,0 445 020 153,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6477,0 445 020 153,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6478,0 445 020 153,5,TRUE,10,20,180,200,7.2,9.6,,,0.4,,,,,,,FALSE
6479,0 445 020 153,7,TRUE,10,20,2000,1600,77.4,101.4,,,0.4,,,,,,,FALSE
6480,0 445 020 153,8,TRUE,10,20,2600,500,112.8,132,19.98,49.98,0.4,,,,,,,FALSE
6481,0 445 020 153,10,TRUE,10,20,2600,500,54,75,,,1,,,,,,,FALSE
6482,0 445 020 153,11,TRUE,10,20,2600,500,3.6,15,,,1.35,,,,,,,FALSE
6483,0 445 020 153,12,TRUE,10,20,2600,0,0,2.04,,,1.7,,,,,,,FALSE
6484,0 445 020 154,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6485,0 445 020 154,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6486,0 445 020 154,5,TRUE,10,20,180,200,7.2,9.6,,,0.4,,,,,,,FALSE
6487,0 445 020 154,7,TRUE,10,20,2000,1600,77.4,101.4,,,0.4,,,,,,,FALSE
6488,0 445 020 154,8,TRUE,10,20,2600,500,112.8,132,19.98,49.98,0.4,,,,,,,FALSE
6489,0 445 020 154,10,TRUE,10,20,2600,500,54,75,,,1,,,,,,,FALSE
6490,0 445 020 154,11,TRUE,10,20,2600,500,3.6,15,,,1.35,,,,,,,FALSE
6491,0 445 020 154,12,TRUE,10,20,2600,0,0,2.04,,,1.7,,,,,,,FALSE
6492,0 445 020 155,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6493,0 445 020 155,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6494,0 445 020 155,5,TRUE,10,20,180,200,12,15.6,,,0.4,,,,,,,FALSE
6495,0 445 020 155,7,TRUE,10,20,1000,1800,69.6,86.4,,,0.4,,,,,,,FALSE
6496,0 445 020 155,10,TRUE,10,20,3500,500,155.4,227.4,,,1,,,,,,,FALSE
6497,0 445 020 155,11,TRUE,10,20,3500,500,72.6,119.4,,,1.2,,,,,,,FALSE
6498,0 445 020 155,12,TRUE,10,20,3500,500,7.2,30.6,,,1.4,,,,,,,FALSE
6499,0 445 020 155,13,TRUE,10,20,3500,0,0,2.04,,,1.7,,,,,,,FALSE
6500,0 445 020 156,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6501,0 445 020 156,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6502,0 445 020 156,5,TRUE,10,20,180,200,9.6,12,,,0.4,,,,,,,FALSE
6503,0 445 020 156,7,TRUE,10,20,1000,1800,50.4,65.4,,,0.4,,,,,,,FALSE
6504,0 445 020 156,8,TRUE,10,20,3500,500,186,229.2,39,81,0.4,,,,,,,FALSE
6505,0 445 020 156,10,TRUE,10,20,3500,500,160.8,210,,,0.7,,,,,,,FALSE
6506,0 445 020 156,11,TRUE,10,20,3500,500,99.6,138.6,,,1,,,,,,,FALSE
6507,0 445 020 156,12,TRUE,10,20,3500,500,43.8,67.8,,,1.2,,,,,,,FALSE
6508,0 445 020 156,13,TRUE,10,20,3500,500,3.6,16.2,,,1.4,,,,,,,FALSE
6509,0 445 020 156,14,TRUE,10,20,3500,0,0,2.04,,,1.7,,,,,,,FALSE
6510,0 445 020 157,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6511,0 445 020 157,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6512,0 445 020 157,5,TRUE,10,20,180,200,8.4,12,,,0.4,,,,,,,FALSE
6513,0 445 020 157,7,TRUE,10,20,1000,1800,52.2,65.4,,,0.4,,,,,,,FALSE
6514,0 445 020 157,8,TRUE,10,20,3500,500,182.4,228.6,13.98,66,0.4,,,,,,,FALSE
6515,0 445 020 157,10,TRUE,10,20,3500,500,160.8,210,,,0.7,,,,,,,FALSE
6516,0 445 020 157,11,TRUE,10,20,3500,500,99.6,138.6,,,1,,,,,,,FALSE
6517,0 445 020 157,12,TRUE,10,20,3500,500,43.8,67.8,,,1.2,,,,,,,FALSE
6518,0 445 020 157,13,TRUE,10,20,3500,500,3.6,16.2,,,1.4,,,,,,,FALSE
6519,0 445 020 157,14,TRUE,10,20,3500,0,0,2.04,,,1.62,,,,,,,FALSE
6520,0 445 020 162,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6521,0 445 020 162,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6522,0 445 020 162,5,TRUE,10,20,180,200,9.6,12,,,0.4,,,,,,,FALSE
6523,0 445 020 162,7,TRUE,10,20,1000,1800,50.4,65.4,,,0.4,,,,,,,FALSE
6524,0 445 020 162,8,TRUE,10,20,3500,500,186,228.6,39,81,0.4,,,,,,,FALSE
6525,0 445 020 162,10,TRUE,10,20,3500,500,160.8,210,,,0.7,,,,,,,FALSE
6526,0 445 020 162,11,TRUE,10,20,3500,500,99.6,138.6,,,1,,,,,,,FALSE
6527,0 445 020 162,12,TRUE,10,20,3500,500,43.8,67.8,,,1.2,,,,,,,FALSE
6528,0 445 020 162,13,TRUE,10,20,3500,500,3.6,16.2,,,1.4,,,,,,,FALSE
6529,0 445 020 162,14,TRUE,10,20,3500,0,0,2.04,,,1.7,,,,,,,FALSE
6530,0 445 020 167,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6531,0 445 020 167,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6532,0 445 020 167,5,TRUE,10,20,180,200,9.6,12,,,0.4,,,,,,,FALSE
6533,0 445 020 167,7,TRUE,10,20,1000,1800,50.4,65.4,,,0.4,,,,,,,FALSE
6534,0 445 020 167,8,TRUE,10,20,3500,500,186,228.6,39,81,0.4,,,,,,,FALSE
6535,0 445 020 167,10,TRUE,10,20,3500,500,160.8,201,,,0.7,,,,,,,FALSE
6536,0 445 020 167,11,TRUE,10,20,3500,500,99.6,138.6,,,1,,,,,,,FALSE
6537,0 445 020 167,12,TRUE,10,20,3500,500,43.8,67.8,,,1.2,,,,,,,FALSE
6538,0 445 020 167,13,TRUE,10,20,3500,500,3.6,16.2,,,1.4,,,,,,,FALSE
6539,0 445 020 168,1,FALSE,60,,500,0,,,,,1.7,,,,,,,FALSE
6540,0 445 020 168,2,TRUE,60,,2000,500,,,,,1.7,,,,,,,FALSE
6541,0 445 020 168,5,TRUE,10,20,180,200,7.2,9.6,,,1.7,,,,,,,FALSE
6542,0 445 020 168,7,TRUE,10,20,2000,1600,77.4,101.4,,,1.7,,,,,,,FALSE
6543,0 445 020 168,8,TRUE,10,20,2600,500,101.4,132,24,46.02,1.7,,,,,,,FALSE
6544,0 445 020 168,10,TRUE,10,20,2600,500,64.2,85.8,,,1.2,,,,,,,FALSE
6545,0 445 020 168,11,TRUE,10,20,2600,500,3,12.6,,,0.75,,,,,,,FALSE
6546,0 445 020 168,12,TRUE,10,20,2600,0,0,2.04,,,0.54,,,,,,,FALSE
6547,0 445 020 169,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6548,0 445 020 169,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6549,0 445 020 169,5,TRUE,10,20,180,200,9.6,12,,,0.4,,,,,,,FALSE
6550,0 445 020 169,7,TRUE,10,20,1000,1800,50.4,65.4,,,0.4,,,,,,,FALSE
6551,0 445 020 169,8,TRUE,10,20,3500,500,186,228.6,39,81,0.4,,,,,,,FALSE
6552,0 445 020 169,10,TRUE,10,20,3500,500,160.8,201,,,0.7,,,,,,,FALSE
6553,0 445 020 169,11,TRUE,10,20,3500,500,99.6,138.6,,,1,,,,,,,FALSE
6554,0 445 020 169,12,TRUE,10,20,3500,500,43.8,67.8,,,1.2,,,,,,,FALSE
6555,0 445 020 169,13,TRUE,10,20,3500,500,3.6,16.2,,,1.4,,,,,,,FALSE
6556,0 445 020 170,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
6557,0 445 020 170,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
6558,0 445 020 170,5,TRUE,10,20,180,200,12,15.6,,,0.4,,,,,,,FALSE
